Day,ET,wnd_spd,Rn,VPD,Ta,h,VWC,G
286,45.60487805,2.414635451,34.35121951,0.380089321,14.86991917,0.796498015,0.796498015,3.235597356
287,41.705,1.722512733,91.8275,0.357097883,9.6068486,0.734551915,0.734551915,8.084304275
288,51.04871795,1.678615013,104.1820513,0.55020779,11.40238313,0.649765764,0.649765764,2.749133667
289,16.3475,2.778272275,48.2925,0.36886889,15.20650065,0.81190977,0.81190977,-4.870061525
290,42.07931034,2.181991759,17.33793103,0.083498424,17.60429655,0.961706686,0.961706686,-7.612939552
291,39.26744186,3.502936488,40.9255814,0.522241256,21.39549047,0.819101449,0.819101449,-13.82332798
292,26.58444444,4.03385904,43.05333333,0.677084768,20.24905378,0.732731462,0.732731462,-5.799620244
293,64.10645161,1.315164584,128.9806452,0.69877822,16.48784558,0.687630523,0.687630523,-9.901324432
294,20.99,1.458336235,8.3975,0.199308642,12.03094173,0.85656803,0.85656803,9.994162225
295,29.07083333,1.68126424,35.27083333,0.367651321,8.011462208,0.669706302,0.669706302,13.01288202
296,25.54418605,2.028645965,68.66511628,0.330478148,7.646082767,0.714048153,0.714048153,7.521915465
297,37.75,2.970701987,98.57333333,0.636285596,15.00289437,0.671736217,0.671736217,-10.3970804
298,24.17272727,2.462534591,52.525,0.440692905,9.394343818,0.650850164,0.650850164,6.909735509
299,33.22352941,0.995086253,84.01176471,0.380640669,7.529365941,0.687356012,0.687356012,6.752065915
300,116.0785714,2.702078393,-7.739285714,0.115332254,4.776984071,0.86752,0.86752,20.24140821
301,20.42083333,1.766724038,28.26666667,0.0720005,5.833431375,0.923742425,0.923742425,6.318905213
302,27.85227273,2.782108348,46.05454545,0.256502113,9.838324091,0.809273589,0.809273589,0.265485739
303,29.35,2.601303646,35.46538462,0.316661928,16.88803231,0.844577931,0.844577931,-13.28458385
304,34.37317073,1.433688771,35.39512195,0.195563674,9.921635805,0.839405444,0.839405444,6.17967198
305,33.20857143,2.037786437,63.34285714,0.303350819,8.8259278,0.756231306,0.756231306,6.750689871
306,20.95,2.751092997,92.15882353,0.690205344,17.58252068,0.716762959,0.716762959,-18.55292579
307,46.628,1.15093074,24.512,0.103734399,15.6485452,0.942774708,0.942774708,-6.74457996
308,32.76428571,1.222334207,47.025,0.128058909,11.65215154,0.911069107,0.911069107,0.778855704
309,67.26071429,1.5037619,102.4892857,0.359747581,9.425852964,0.737454161,0.737454161,3.581301571
310,23.934375,1.948357503,73.284375,0.522964844,12.31712331,0.696009353,0.696009353,-3.445777125
311,33.70434783,1.086761248,101.9173913,0.616436356,15.35555622,0.698509926,0.698509926,-14.51199857
312,66.43870968,1.559753948,76.40322581,0.580131408,13.39793065,0.699831968,0.699831968,-3.616693516
313,21.485,2.691197713,15.06,0.277471748,10.39966543,0.780614268,0.780614268,6.048876485
314,21.22926829,2.131180976,42.23414634,0.421357815,8.624262707,0.646635366,0.646635366,7.125673763
315,26.475,4.057177159,23.40227273,0.676685868,11.64751557,0.551912998,0.551912998,3.100561659
316,28.43684211,1.908552292,25.83421053,0.518306145,7.631064526,0.517119955,0.517119955,10.68972824
317,31.7225,1.944861078,24.695,0.312627747,4.281595888,0.668952208,0.668952208,11.97588804
318,20.03414634,3.45239939,13.75121951,0.53554849,7.842736341,0.540292883,0.540292883,6.068654537
319,14.71333333,2.579180467,20.99555556,0.50868018,8.908248489,0.59278702,0.59278702,0.802152333
320,16.05384615,1.797240346,82.23461538,0.21048718,9.151518654,0.833959469,0.833959469,-7.355030269
321,58.63636364,0.928714003,37.90909091,0.127038952,8.050266727,0.899100055,0.899100055,-1.138446333
322,48.33783784,2.454044865,42.64054054,0.529443637,12.62915089,0.723957551,0.723957551,-8.575771189
323,41.64642857,4.440856321,68.46071429,0.665591914,15.93955696,0.657924171,0.657924171,-14.86020836
324,42.18148148,5.18233737,-11.35925926,0.153960761,2.278985798,0.801085726,0.801085726,27.35250704
325,33.54791667,3.976642,0.572916667,0.162523402,-1.409377375,0.705741463,0.705741463,22.20361167
326,25.08125,2.553447667,11.9625,0.199394734,-0.486868046,0.672777323,0.672777323,16.83040943
327,18.69117647,1.100970438,30.27647059,0.21273378,0.131673358,0.684197691,0.684197691,10.34955853
328,51.41666667,2.248553,1.5625,0.107467984,1.212899528,0.827601508,0.827601508,10.24631317
329,29.54090909,2.449213868,15.49090909,0.033962224,4.177019091,0.960467873,0.960467873,-0.202174091
330,30.36538462,2.329130192,7,0.019175001,2.591706077,0.974174204,0.974174204,5.880017162
331,14.18409091,1.916496541,3.527272727,0.11760406,3.020110318,0.849300227,0.849300227,6.078774369
332,11.78064516,2.417599516,27.50645161,0.032864975,1.923790529,0.955709829,0.955709829,5.092409961
333,45.27948718,3.412482538,-2.497435897,0.125970766,6.160163154,0.856748067,0.856748067,-3.859325749
334,43.24210526,4.019205368,32.88947368,0.306341453,10.48649924,0.769814879,0.769814879,-10.11976361
335,32.35757576,2.966298285,41.76363636,0.190255657,6.224460515,0.807550015,0.807550015,3.184285452
336,79.36153846,3.584327385,11.58076923,0.032799779,2.281224819,0.954124108,0.954124108,10.59989108
337,24.20285714,2.445179543,8.322857143,0.109699461,1.8322246,0.84194374,0.84194374,9.757462571
338,8.666666667,1.354567423,-5.952083333,0.117809005,1.238552433,0.823860296,0.823860296,8.604377021
339,12.68181818,1.069817864,-1.348484848,0.098767743,0.297550728,0.843759009,0.843759009,9.694362909
340,7.035714286,2.474674775,5.9,0.054563728,0.635255562,0.917017432,0.917017432,8.880098643
341,9.792307692,2.599969958,15.32692308,0.131745547,2.544304262,0.824277877,0.824277877,5.154342879
342,28.85,4.548725167,27.48125,0.158254702,-0.483923274,0.733303779,0.733303779,11.47494438
343,12.53777778,4.440699889,-8.817777778,0.070121319,-3.929419,0.84909646,0.84909646,10.96000911
344,6.963333333,2.831189833,-0.33,0.040340841,-4.099862567,0.90866625,0.90866625,8.874313733
345,5.115789474,2.213444789,-1.863157895,0.034231373,-5.835692579,0.912573737,0.912573737,6.750676158
346,8.869230769,2.542839385,1.896153846,0.010768564,-4.661834346,0.973060508,0.973060508,4.321768423
347,11.49,4.208551,-4.73,0.068028338,-2.784385728,0.860330255,0.860330255,4.53328
348,4.164516129,3.601481419,-7.422580645,0.067208019,-6.695104258,0.817940819,0.817940819,4.630994516
349,3.658823529,4.833155206,-7.147058824,0.044305646,-9.274220941,0.855326991,0.855326991,6.210077588
350,2.376190476,4.099491833,-10.65238095,0.034480866,-11.49621171,0.868378605,0.868378605,7.341660905
351,6.265789474,2.390272,4.360526316,0.078080563,-10.73095529,0.724085266,0.724085266,5.272390026
352,15.13461538,1.03732285,3.526923077,0.012718679,-7.019552538,0.9635754,0.9635754,4.470110154
353,3.158333333,2.394375875,18.625,0.034778455,-9.030521458,0.884937742,0.884937742,4.421189417
354,2.945833333,3.340682208,-12.57083333,0.091723822,-13.09963583,0.593773213,0.593773213,4.796851
355,17.86896552,5.095059552,-19.29655172,0.182909673,-7.081703207,0.5330179,0.5330179,6.685273103
356,5.29,2.770531433,-7.053333333,0.124943653,-1.859964852,0.781426597,0.781426597,4.665596667
357,9.496428571,3.891014571,-3.385714286,0.196336718,2.127234811,0.726489468,0.726489468,3.824238071
358,21.8952381,2.396904,-0.261904762,0.08182121,0.127146645,0.868550638,0.868550638,4.053440238
359,4.356666667,1.537364817,8.74,0.091194294,1.56724459,0.91645395,0.91645395,3.7060648
360,5.225581395,2.615635705,0.125581395,0.058018153,0.424458369,0.926621102,0.926621102,3.731850721
361,25.27142857,4.851783643,-25.3,0.27446138,4.75773789,0.759855952,0.759855952,-3.416096905
362,16.66041667,4.971968063,-6.783333333,0.104309106,-2.413928013,0.799510519,0.799510519,10.19388204
363,15.80227273,2.799832659,16.25681818,0.177958308,0.177707737,0.730825705,0.730825705,5.924333114
364,11.51111111,4.802631178,10.94,0.128358482,0.45843008,0.803046084,0.803046084,5.215590333
365,9.410869565,3.76012,-12.31304348,0.127993673,-2.860873,0.744558637,0.744558637,4.762142152
366,21.97659574,4.771486553,-4.693617021,0.260138873,1.226130836,0.623864011,0.623864011,4.727158723
