time,t_s,theta,Rs
16/09/2015 16:00,16.12,17.8,3.216
16/09/2015 18:00,15.85,17.8,3.469
16/09/2015 20:00,16.05,17.8,3.629
16/09/2015 22:00,15.59,17.8,3.638
17/09/2015 00:00,15.17,18.7,3.528
17/09/2015 02:00,14.95,21.0,3.474
17/09/2015 04:00,13.72,24.4,3.484
17/09/2015 06:00,12.77,25.4,3.130
17/09/2015 08:00,12.85,25.5,2.947
17/09/2015 10:00,13.19,25.3,2.876
17/09/2015 12:00,13.82,25.5,3.049
17/09/2015 14:00,14.02,25.5,3.342
17/09/2015 16:00,14.17,24.5,3.794
17/09/2015 18:00,13.93,23.6,3.735
17/09/2015 20:00,14.31,23.5,3.688
17/09/2015 22:00,14.27,23.7,3.610
18/09/2015 00:00,13.49,23.3,3.755
18/09/2015 02:00,14.08,23.4,3.971
18/09/2015 04:00,14.10,23.1,3.653
18/09/2015 06:00,13.99,22.8,4.010
18/09/2015 08:00,14.52,22.6,3.551
18/09/2015 10:00,14.47,22.3,3.511
18/09/2015 12:00,14.55,22.1,3.795
18/09/2015 14:00,15.08,21.9,4.108
18/09/2015 16:00,15.35,21.7,4.194
18/09/2015 18:00,15.68,21.5,4.249
18/09/2015 20:00,15.74,21.4,4.172
18/09/2015 22:00,16.07,21.2,4.262
19/09/2015 00:00,15.62,21.1,4.312
19/09/2015 02:00,15.90,21.0,4.470
19/09/2015 04:00,15.75,20.9,4.048
19/09/2015 06:00,15.59,20.8,3.915
19/09/2015 08:00,15.31,20.7,3.671
19/09/2015 10:00,15.36,20.6,4.341
19/09/2015 12:00,15.53,20.4,4.063
19/09/2015 14:00,16.10,20.3,4.200
19/09/2015 16:00,16.05,20.2,4.347
19/09/2015 18:00,16.28,20.1,4.178
19/09/2015 20:00,16.21,20.0,4.035
19/09/2015 22:00,16.18,20.0,3.839
20/09/2015 00:00,16.87,19.9,3.802
20/09/2015 02:00,15.74,19.9,3.966
20/09/2015 04:00,16.13,19.8,3.765
20/09/2015 06:00,15.56,19.8,3.677
20/09/2015 08:00,15.88,19.7,3.414
20/09/2015 10:00,15.34,19.6,3.492
20/09/2015 12:00,15.99,19.5,3.945
20/09/2015 14:00,16.18,19.5,4.034
20/09/2015 16:00,16.16,19.4,3.901
20/09/2015 18:00,16.60,19.3,3.596
20/09/2015 20:00,16.45,19.3,3.631
20/09/2015 22:00,16.42,19.2,3.549
21/09/2015 00:00,16.42,19.2,3.658
21/09/2015 02:00,16.43,19.2,3.394
21/09/2015 04:00,15.83,19.1,3.547
21/09/2015 06:00,15.88,19.1,3.498
21/09/2015 08:00,15.76,19.1,3.187
21/09/2015 10:00,15.61,19.0,3.144
21/09/2015 12:00,15.65,19.0,3.150
21/09/2015 14:00,15.84,18.9,3.472
21/09/2015 16:00,15.91,18.9,3.420
21/09/2015 18:00,16.51,18.8,3.365
21/09/2015 20:00,16.30,18.8,3.412
21/09/2015 22:00,16.34,18.8,3.398
22/09/2015 00:00,16.31,18.8,3.549
22/09/2015 02:00,16.17,18.7,3.469
22/09/2015 04:00,15.97,18.7,3.418
22/09/2015 06:00,15.89,18.7,3.209
22/09/2015 08:00,15.29,18.7,3.011
22/09/2015 10:00,16.00,18.6,3.062
22/09/2015 12:00,15.51,18.6,3.277
22/09/2015 14:00,16.15,18.5,3.648
22/09/2015 16:00,16.31,18.5,3.578
22/09/2015 18:00,16.82,18.4,3.529
22/09/2015 20:00,16.56,18.4,3.426
22/09/2015 22:00,16.34,18.4,3.435
23/09/2015 00:00,16.37,18.3,3.265
23/09/2015 02:00,16.22,18.3,3.389
23/09/2015 04:00,16.26,18.3,3.277
23/09/2015 06:00,15.91,18.3,3.402
23/09/2015 08:00,15.87,18.3,3.233
23/09/2015 10:00,15.78,18.2,3.148
23/09/2015 12:00,15.91,18.2,3.249
23/09/2015 14:00,15.80,18.1,3.817
23/09/2015 16:00,15.88,18.1,3.720
23/09/2015 18:00,16.22,18.0,3.558
23/09/2015 20:00,16.36,18.0,3.334
23/09/2015 22:00,15.38,18.0,3.163
24/09/2015 00:00,15.40,18.0,3.201
24/09/2015 02:00,15.21,18.0,3.210
24/09/2015 04:00,15.10,17.9,3.262
24/09/2015 06:00,14.74,17.9,3.005
24/09/2015 08:00,14.13,17.9,2.974
24/09/2015 10:00,14.82,17.9,2.879
24/09/2015 12:00,14.71,17.8,3.079
24/09/2015 14:00,14.91,17.8,3.182
24/09/2015 16:00,14.83,17.8,3.310
24/09/2015 18:00,15.01,17.8,3.460
24/09/2015 20:00,14.72,17.8,3.685
24/09/2015 22:00,14.99,17.8,3.910
25/09/2015 00:00,14.87,17.9,3.854
25/09/2015 02:00,14.17,18.2,3.935
25/09/2015 04:00,14.75,19.2,4.121
25/09/2015 06:00,14.44,21.1,3.621
25/09/2015 08:00,14.15,24.4,3.599
25/09/2015 10:00,14.16,24.9,3.411
25/09/2015 12:00,14.23,24.7,3.526
25/09/2015 14:00,14.23,24.1,3.664
25/09/2015 16:00,14.61,23.8,3.574
25/09/2015 18:00,14.80,23.6,3.540
25/09/2015 20:00,14.57,23.5,3.484
25/09/2015 22:00,14.75,23.4,3.432
26/09/2015 00:00,14.60,23.2,3.656
26/09/2015 02:00,14.51,22.8,3.692
26/09/2015 04:00,14.76,22.5,3.703
26/09/2015 06:00,14.52,22.2,3.648
26/09/2015 08:00,14.79,21.9,3.309
26/09/2015 10:00,14.80,21.7,3.049
26/09/2015 12:00,14.99,21.5,3.418
26/09/2015 14:00,14.97,21.4,3.908
26/09/2015 16:00,15.37,21.2,3.711
26/09/2015 18:00,16.18,21.1,3.895
26/09/2015 20:00,15.58,21.0,3.898
26/09/2015 22:00,15.86,20.8,3.958
27/09/2015 00:00,15.86,20.7,3.914
27/09/2015 02:00,15.25,20.7,4.241
27/09/2015 04:00,15.85,20.6,4.113
27/09/2015 06:00,15.97,20.5,4.095
27/09/2015 08:00,15.95,20.5,3.958
27/09/2015 10:00,15.61,20.4,3.403
27/09/2015 12:00,16.15,20.4,3.913
27/09/2015 14:00,16.34,20.3,3.942
27/09/2015 16:00,16.14,20.3,3.941
27/09/2015 18:00,16.48,20.2,4.068
27/09/2015 20:00,16.68,20.2,3.916
27/09/2015 22:00,16.49,20.1,3.858
28/09/2015 00:00,16.45,20.1,3.949
28/09/2015 02:00,16.31,20.0,3.933
28/09/2015 04:00,16.04,20.0,3.855
28/09/2015 06:00,16.13,19.9,3.703
28/09/2015 08:00,15.45,19.9,3.629
28/09/2015 10:00,15.57,19.8,3.657
28/09/2015 12:00,15.73,19.7,3.634
28/09/2015 14:00,16.56,19.6,4.117
28/09/2015 16:00,16.74,19.6,4.155
28/09/2015 18:00,16.40,19.5,4.089
28/09/2015 20:00,16.40,19.5,3.745
28/09/2015 22:00,16.39,19.4,3.522
29/09/2015 00:00,16.16,19.4,3.464
29/09/2015 02:00,15.84,19.3,3.684
29/09/2015 04:00,15.61,19.3,3.656
29/09/2015 06:00,15.44,19.3,3.549
29/09/2015 08:00,15.66,19.2,3.287
29/09/2015 10:00,15.71,19.2,3.216
29/09/2015 12:00,15.77,19.1,3.631
29/09/2015 14:00,16.18,19.0,3.651
29/09/2015 16:00,15.95,19.0,3.688
29/09/2015 18:00,16.22,18.9,3.510
29/09/2015 20:00,16.17,18.9,3.534
29/09/2015 22:00,15.88,18.9,3.290
30/09/2015 00:00,15.77,18.8,3.270
30/09/2015 02:00,14.98,18.8,3.177
30/09/2015 04:00,15.27,18.8,3.026
30/09/2015 06:00,14.40,18.8,2.944
30/09/2015 08:00,14.33,18.7,2.689
30/09/2015 10:00,14.31,18.6,2.739
30/09/2015 12:00,14.07,18.6,2.787
30/09/2015 14:00,14.51,18.5,3.211
30/09/2015 16:00,14.75,18.4,3.139
30/09/2015 18:00,14.86,18.4,3.178
30/09/2015 20:00,14.87,18.4,3.016
30/09/2015 22:00,14.75,18.4,2.944
01/10/2015 00:00,14.43,18.4,2.973
01/10/2015 02:00,13.91,18.3,3.017
01/10/2015 04:00,14.06,18.3,2.870
01/10/2015 06:00,13.35,18.3,2.846
01/10/2015 08:00,13.06,18.3,2.674
01/10/2015 10:00,13.72,18.3,2.791
01/10/2015 12:00,13.78,18.2,3.077
01/10/2015 14:00,14.03,18.2,3.721
01/10/2015 16:00,14.50,18.2,3.693
01/10/2015 18:00,14.46,18.2,4.130
01/10/2015 20:00,14.49,18.2,4.603
01/10/2015 22:00,14.74,18.2,5.602
02/10/2015 00:00,14.66,18.1,5.574
02/10/2015 02:00,14.73,18.1,5.438
02/10/2015 04:00,14.77,18.1,5.301
02/10/2015 06:00,16.96,21.9,5.164
02/10/2015 08:00,16.56,21.6,4.107
02/10/2015 10:00,16.93,21.4,4.032
02/10/2015 12:00,17.21,21.2,3.921
02/10/2015 14:00,16.92,21.0,4.037
02/10/2015 16:00,16.92,20.9,3.954
02/10/2015 18:00,17.31,20.7,3.685
02/10/2015 20:00,17.16,20.6,3.601
02/10/2015 22:00,16.89,20.5,3.664
03/10/2015 00:00,16.21,20.5,3.440
03/10/2015 02:00,16.27,20.4,3.368
03/10/2015 04:00,16.03,20.3,3.186
03/10/2015 06:00,15.76,20.2,3.060
03/10/2015 08:00,15.40,20.2,3.083
03/10/2015 10:00,15.42,20.1,3.040
03/10/2015 12:00,15.35,20.0,3.564
03/10/2015 14:00,15.55,19.9,3.749
03/10/2015 16:00,15.86,19.8,3.665
03/10/2015 18:00,16.08,19.8,3.668
03/10/2015 20:00,15.83,19.7,3.420
03/10/2015 22:00,16.11,19.7,4.022
04/10/2015 00:00,15.80,19.6,3.329
04/10/2015 02:00,15.21,19.6,3.342
04/10/2015 04:00,15.62,19.5,2.949
04/10/2015 06:00,14.56,19.4,2.808
04/10/2015 08:00,14.05,19.4,2.698
04/10/2015 10:00,14.04,19.3,2.619
04/10/2015 12:00,14.27,19.2,3.051
04/10/2015 14:00,13.80,19.2,3.368
04/10/2015 16:00,14.75,19.1,3.107
04/10/2015 18:00,15.20,19.1,3.209
04/10/2015 20:00,14.84,19.0,3.076
04/10/2015 22:00,15.07,19.0,2.921
05/10/2015 00:00,15.09,19.0,3.009
05/10/2015 02:00,14.36,18.9,2.902
05/10/2015 04:00,13.91,18.9,3.097
05/10/2015 06:00,14.46,18.9,2.964
05/10/2015 08:00,13.93,18.9,2.842
05/10/2015 10:00,13.37,18.9,2.616
05/10/2015 12:00,13.42,18.9,2.639
05/10/2015 14:00,13.70,19.0,2.737
05/10/2015 16:00,13.45,19.0,2.896
05/10/2015 18:00,13.56,19.0,2.964
05/10/2015 20:00,13.70,19.0,2.819
05/10/2015 22:00,13.43,19.0,2.859
06/10/2015 00:00,13.52,19.0,2.847
06/10/2015 02:00,13.28,18.9,2.761
06/10/2015 04:00,13.15,18.9,2.882
06/10/2015 06:00,13.15,18.9,2.835
06/10/2015 08:00,12.95,18.9,2.451
06/10/2015 10:00,12.72,18.9,2.448
06/10/2015 12:00,13.04,18.9,2.754
06/10/2015 14:00,13.09,18.8,3.012
06/10/2015 16:00,13.22,18.8,2.903
06/10/2015 18:00,13.57,18.8,2.976
06/10/2015 20:00,13.11,18.7,2.812
06/10/2015 22:00,13.54,18.7,2.750
07/10/2015 00:00,12.58,18.7,2.837
07/10/2015 02:00,12.23,18.7,2.859
07/10/2015 04:00,12.63,18.7,2.751
07/10/2015 06:00,12.52,18.6,2.716
07/10/2015 08:00,12.35,18.6,2.566
07/10/2015 10:00,12.63,18.6,2.566
07/10/2015 12:00,12.28,18.5,2.894
07/10/2015 14:00,11.96,18.5,2.931
07/10/2015 16:00,11.98,18.4,3.011
07/10/2015 18:00,12.99,18.4,3.020
07/10/2015 20:00,12.71,18.4,2.837
07/10/2015 22:00,12.62,18.4,2.852
08/10/2015 00:00,12.32,18.4,2.947
08/10/2015 02:00,12.37,18.3,2.758
08/10/2015 04:00,11.95,18.3,3.197
08/10/2015 06:00,11.71,18.3,3.133
08/10/2015 08:00,11.98,18.3,3.092
08/10/2015 10:00,11.15,18.2,2.676
08/10/2015 12:00,11.48,18.2,2.865
08/10/2015 14:00,11.79,18.1,3.224
08/10/2015 16:00,11.56,18.1,3.030
08/10/2015 18:00,11.60,18.1,2.864
08/10/2015 20:00,12.08,18.0,2.628
08/10/2015 22:00,12.02,18.0,2.527
09/10/2015 00:00,11.87,18.0,2.551
09/10/2015 02:00,11.78,18.0,2.485
09/10/2015 04:00,11.65,18.0,2.453
09/10/2015 06:00,10.68,18.0,2.288
09/10/2015 08:00,11.59,17.9,2.110
09/10/2015 10:00,11.28,17.9,1.956
09/10/2015 12:00,11.47,17.8,2.220
09/10/2015 14:00,11.77,17.8,2.741
09/10/2015 16:00,11.88,17.8,2.352
09/10/2015 18:00,12.36,17.8,2.381
09/10/2015 20:00,12.05,17.7,2.348
09/10/2015 22:00,11.53,17.7,2.182
10/10/2015 00:00,11.31,17.7,2.227
10/10/2015 02:00,11.56,17.7,2.153
10/10/2015 04:00,11.84,17.7,1.979
10/10/2015 06:00,11.38,17.7,1.948
10/10/2015 08:00,10.79,17.7,1.819
10/10/2015 10:00,10.99,17.6,1.856
10/10/2015 12:00,11.19,17.6,2.192
10/10/2015 14:00,11.68,17.6,2.294
10/10/2015 16:00,11.29,17.6,2.391
10/10/2015 18:00,11.91,17.6,2.243
10/10/2015 20:00,12.20,17.5,2.208
10/10/2015 22:00,12.43,17.5,2.219
11/10/2015 00:00,12.15,17.5,2.328
11/10/2015 02:00,12.01,17.5,2.680
11/10/2015 04:00,12.14,17.5,2.613
11/10/2015 06:00,12.05,17.5,2.753
11/10/2015 08:00,12.12,17.7,2.926
11/10/2015 10:00,12.45,18.9,2.828
11/10/2015 12:00,12.89,20.0,2.941
11/10/2015 14:00,12.98,20.4,3.297
11/10/2015 16:00,13.25,20.4,3.219
11/10/2015 18:00,12.81,20.3,3.030
11/10/2015 20:00,12.99,20.2,2.901
11/10/2015 22:00,12.47,20.2,2.668
12/10/2015 00:00,12.58,20.1,2.737
12/10/2015 02:00,12.49,20.0,2.631
12/10/2015 04:00,12.15,20.0,2.948
12/10/2015 06:00,12.12,19.9,2.596
12/10/2015 08:00,11.67,19.8,2.350
12/10/2015 10:00,12.14,19.8,2.413
12/10/2015 12:00,12.04,19.7,2.521
12/10/2015 14:00,11.56,19.6,2.722
12/10/2015 16:00,12.17,19.6,2.689
12/10/2015 18:00,12.17,19.5,2.653
12/10/2015 20:00,12.52,19.5,2.376
12/10/2015 22:00,12.41,19.4,2.305
13/10/2015 00:00,11.55,19.4,2.342
13/10/2015 02:00,11.32,19.4,2.267
13/10/2015 04:00,11.21,19.3,2.375
13/10/2015 06:00,10.71,19.3,2.381
13/10/2015 08:00,11.49,19.2,2.029
13/10/2015 10:00,11.15,19.2,2.153
13/10/2015 12:00,11.37,19.1,2.357
13/10/2015 14:00,11.33,19.1,2.496
13/10/2015 16:00,11.55,19.0,2.496
13/10/2015 18:00,11.81,19.0,2.450
13/10/2015 20:00,11.96,18.9,2.339
13/10/2015 22:00,11.37,18.9,2.217
14/10/2015 00:00,11.78,18.9,2.149
14/10/2015 02:00,11.23,18.9,2.062
14/10/2015 04:00,11.16,18.8,2.094
14/10/2015 06:00,10.49,18.8,2.059
14/10/2015 08:00,10.89,18.8,1.758
14/10/2015 10:00,10.36,18.7,1.773
14/10/2015 12:00,10.97,18.7,2.026
14/10/2015 14:00,11.68,18.6,2.120
14/10/2015 16:00,11.92,18.6,2.277
14/10/2015 18:00,11.58,18.6,2.227
14/10/2015 20:00,12.22,18.5,2.054
14/10/2015 22:00,11.65,18.5,2.021
15/10/2015 00:00,11.43,18.5,2.031
15/10/2015 02:00,10.83,18.5,1.968
15/10/2015 04:00,10.53,18.5,1.890
15/10/2015 06:00,10.74,18.5,1.799
15/10/2015 08:00,10.82,18.4,1.743
15/10/2015 10:00,10.25,18.4,1.698
15/10/2015 12:00,10.80,18.4,1.932
15/10/2015 14:00,10.98,18.4,2.017
15/10/2015 16:00,11.16,18.3,2.102
15/10/2015 18:00,11.91,18.3,1.964
15/10/2015 20:00,11.83,18.3,1.916
15/10/2015 22:00,11.21,18.3,1.881
16/10/2015 00:00,11.33,18.3,1.883
16/10/2015 02:00,11.09,18.2,1.885
16/10/2015 04:00,10.73,18.2,1.979
16/10/2015 06:00,11.00,18.2,1.797
16/10/2015 08:00,11.09,18.2,1.802
16/10/2015 10:00,10.97,18.2,1.832
16/10/2015 12:00,10.79,18.2,1.939
16/10/2015 14:00,11.04,18.2,2.275
16/10/2015 16:00,11.20,18.2,2.398
16/10/2015 18:00,10.95,18.2,2.445
16/10/2015 20:00,11.85,18.2,2.450
16/10/2015 22:00,12.02,18.2,2.460
17/10/2015 00:00,11.66,18.2,2.553
17/10/2015 02:00,11.88,18.2,2.706
17/10/2015 04:00,11.99,18.3,2.622
17/10/2015 06:00,11.85,18.4,2.616
17/10/2015 08:00,11.63,18.5,2.628
17/10/2015 10:00,11.75,18.7,2.316
17/10/2015 12:00,12.22,18.9,2.293
17/10/2015 14:00,11.78,19.0,2.501
17/10/2015 16:00,12.80,19.1,2.826
17/10/2015 18:00,12.32,19.1,2.677
17/10/2015 20:00,12.58,19.1,2.391
17/10/2015 22:00,12.80,19.1,2.431
18/10/2015 00:00,12.54,19.1,2.585
18/10/2015 02:00,11.89,19.1,2.647
18/10/2015 04:00,11.99,19.1,2.632
18/10/2015 06:00,12.29,19.1,2.427
18/10/2015 08:00,12.33,19.1,2.375
18/10/2015 10:00,12.28,19.1,2.381
18/10/2015 12:00,11.98,19.0,2.802
18/10/2015 14:00,12.41,19.0,2.644
18/10/2015 16:00,12.78,19.0,2.481
18/10/2015 18:00,12.21,18.9,2.521
18/10/2015 20:00,12.68,18.9,2.433
18/10/2015 22:00,13.04,18.9,2.171
19/10/2015 00:00,12.50,18.9,2.120
19/10/2015 02:00,12.38,18.9,2.216
19/10/2015 04:00,11.87,18.8,2.211
19/10/2015 06:00,11.62,18.8,1.954
19/10/2015 08:00,11.65,18.8,2.084
19/10/2015 10:00,11.23,18.8,2.066
19/10/2015 12:00,11.72,18.7,2.361
19/10/2015 14:00,11.76,18.7,2.554
19/10/2015 16:00,12.33,18.6,2.209
19/10/2015 18:00,12.42,18.6,2.127
19/10/2015 20:00,12.48,18.6,2.169
19/10/2015 22:00,12.22,18.6,2.160
20/10/2015 00:00,11.98,18.5,2.214
20/10/2015 02:00,11.90,18.5,2.160
20/10/2015 04:00,11.88,18.5,2.157
20/10/2015 06:00,12.09,18.5,1.991
20/10/2015 08:00,11.83,18.5,1.928
20/10/2015 10:00,11.60,18.5,2.010
20/10/2015 12:00,11.89,18.4,2.294
20/10/2015 14:00,11.98,18.4,2.349
20/10/2015 16:00,12.11,18.3,2.207
20/10/2015 18:00,12.50,18.3,2.121
20/10/2015 20:00,11.98,18.3,1.977
20/10/2015 22:00,11.64,18.3,1.901
21/10/2015 00:00,11.79,18.3,1.903
21/10/2015 02:00,11.13,18.3,1.849
21/10/2015 04:00,11.08,18.2,1.822
21/10/2015 06:00,11.34,18.2,1.705
21/10/2015 08:00,11.15,18.2,1.606
21/10/2015 10:00,11.12,18.2,1.730
21/10/2015 12:00,11.28,18.2,1.761
21/10/2015 14:00,11.76,18.1,1.965
21/10/2015 16:00,11.75,18.1,1.958
21/10/2015 18:00,11.86,18.1,1.898
21/10/2015 20:00,12.02,18.1,1.926
21/10/2015 22:00,12.12,18.1,1.882
22/10/2015 00:00,12.06,18.1,1.914
22/10/2015 02:00,11.98,18.1,1.977
22/10/2015 04:00,11.64,18.1,1.819
22/10/2015 06:00,11.47,18.1,1.794
22/10/2015 08:00,11.17,18.0,1.594
22/10/2015 10:00,11.19,18.0,1.748
22/10/2015 12:00,11.61,18.0,1.932
22/10/2015 14:00,11.08,18.0,1.997
22/10/2015 16:00,11.62,17.9,1.992
22/10/2015 18:00,12.00,17.9,1.816
22/10/2015 20:00,11.78,17.9,1.939
22/10/2015 22:00,11.96,17.9,1.886
23/10/2015 00:00,12.01,17.9,1.950
23/10/2015 02:00,11.88,17.9,1.949
23/10/2015 04:00,11.66,17.9,1.980
23/10/2015 06:00,12.11,17.9,2.039
23/10/2015 08:00,11.65,17.9,1.746
23/10/2015 10:00,11.61,17.9,1.725
23/10/2015 12:00,11.85,17.8,1.908
23/10/2015 14:00,12.06,17.8,1.884
23/10/2015 16:00,12.30,17.8,1.977
23/10/2015 18:00,11.79,17.8,2.054
23/10/2015 20:00,11.90,17.8,1.928
23/10/2015 22:00,11.84,17.8,1.995
24/10/2015 00:00,11.71,17.8,1.973
24/10/2015 02:00,11.97,17.8,1.957
24/10/2015 04:00,11.57,17.8,1.862
24/10/2015 06:00,11.17,17.8,1.875
24/10/2015 08:00,11.22,17.8,1.859
24/10/2015 10:00,11.12,17.8,2.023
24/10/2015 12:00,11.16,17.7,2.324
24/10/2015 14:00,11.50,17.7,2.499
24/10/2015 16:00,11.69,17.7,2.212
24/10/2015 18:00,12.10,17.7,2.072
24/10/2015 20:00,12.44,17.7,2.082
24/10/2015 22:00,11.86,17.6,2.108
25/10/2015 00:00,12.13,17.6,2.060
25/10/2015 02:00,11.21,17.6,2.058
25/10/2015 04:00,11.65,17.6,1.966
25/10/2015 06:00,11.18,17.6,1.775
25/10/2015 08:00,11.43,17.6,1.551
25/10/2015 10:00,10.78,17.6,1.800
25/10/2015 12:00,10.72,17.5,1.798
25/10/2015 14:00,10.49,17.5,1.874
25/10/2015 16:00,10.57,17.5,1.658
25/10/2015 18:00,10.37,17.5,1.581
25/10/2015 20:00,10.41,17.5,1.599
25/10/2015 22:00,10.77,17.4,1.532
26/10/2015 00:00,10.13,17.4,1.683
26/10/2015 02:00,10.22,17.4,1.425
26/10/2015 04:00,9.39,17.4,1.402
26/10/2015 06:00,9.51,17.4,1.311
26/10/2015 08:00,8.80,17.4,1.308
26/10/2015 10:00,9.11,17.4,1.370
26/10/2015 12:00,9.10,17.4,1.614
26/10/2015 14:00,9.68,17.3,1.680
26/10/2015 16:00,9.68,17.3,1.531
26/10/2015 18:00,9.99,17.3,1.504
26/10/2015 20:00,10.32,17.3,1.533
26/10/2015 22:00,9.84,17.3,1.456
27/10/2015 00:00,9.94,17.3,1.514
27/10/2015 02:00,9.68,17.3,1.625
27/10/2015 04:00,9.64,17.3,1.667
27/10/2015 06:00,9.38,17.3,1.550
27/10/2015 08:00,9.68,17.3,1.532
27/10/2015 10:00,9.89,17.3,1.826
27/10/2015 12:00,9.43,17.2,2.047
27/10/2015 14:00,10.31,17.2,2.349
27/10/2015 16:00,10.61,17.2,1.991
27/10/2015 18:00,10.29,17.2,2.045
27/10/2015 20:00,9.83,17.2,1.933
27/10/2015 22:00,10.64,17.2,1.941
28/10/2015 00:00,9.97,17.2,2.050
28/10/2015 02:00,10.21,17.2,2.177
28/10/2015 04:00,10.11,17.2,2.173
28/10/2015 06:00,10.29,17.2,2.087
28/10/2015 08:00,10.15,17.2,2.152
28/10/2015 10:00,10.73,17.1,2.274
28/10/2015 12:00,11.00,17.1,2.270
28/10/2015 14:00,11.42,17.1,2.149
28/10/2015 16:00,11.23,17.1,2.113
28/10/2015 18:00,11.53,17.1,1.769
28/10/2015 20:00,11.13,17.1,1.981
28/10/2015 22:00,11.14,17.1,1.808
29/10/2015 00:00,11.53,17.1,1.710
29/10/2015 02:00,10.59,17.1,1.646
29/10/2015 04:00,10.87,17.1,1.740
29/10/2015 06:00,10.99,17.1,1.805
29/10/2015 08:00,11.17,17.1,1.687
29/10/2015 10:00,11.28,17.0,1.724
29/10/2015 12:00,10.68,17.1,1.904
29/10/2015 14:00,11.50,17.0,1.839
29/10/2015 16:00,11.59,17.0,1.822
29/10/2015 18:00,11.33,17.0,1.773
29/10/2015 20:00,11.34,17.0,1.829
29/10/2015 22:00,10.75,17.0,1.680
30/10/2015 00:00,10.70,17.0,1.672
30/10/2015 02:00,10.72,17.0,1.701
30/10/2015 04:00,10.88,17.0,1.690
30/10/2015 06:00,10.51,17.0,1.641
30/10/2015 08:00,10.41,17.0,1.523
30/10/2015 10:00,10.09,17.0,1.658
30/10/2015 12:00,9.92,17.0,1.850
30/10/2015 14:00,10.49,17.0,1.721
30/10/2015 16:00,10.62,16.9,1.558
30/10/2015 18:00,10.47,16.9,1.415
30/10/2015 20:00,10.59,16.9,1.377
30/10/2015 22:00,10.26,16.9,1.349
31/10/2015 00:00,10.07,16.9,1.424
31/10/2015 02:00,10.01,16.9,1.337
31/10/2015 04:00,9.27,16.9,1.420
31/10/2015 06:00,9.61,16.9,1.353
31/10/2015 08:00,9.28,16.9,1.281
31/10/2015 10:00,9.64,16.9,1.337
31/10/2015 12:00,9.22,16.9,1.403
31/10/2015 14:00,9.95,16.9,1.471
31/10/2015 16:00,9.66,16.9,1.270
31/10/2015 18:00,10.04,16.9,1.349
31/10/2015 20:00,9.40,16.9,1.377
31/10/2015 22:00,9.67,16.9,1.421
01/11/2015 00:00,9.16,16.9,1.403
01/11/2015 02:00,9.50,16.9,1.462
01/11/2015 04:00,9.56,16.9,1.352
01/11/2015 06:00,9.00,16.9,1.324
01/11/2015 08:00,9.18,16.9,1.102
01/11/2015 10:00,9.34,16.9,1.258
01/11/2015 12:00,8.95,16.9,1.343
01/11/2015 14:00,9.57,16.8,1.304
01/11/2015 16:00,9.51,16.8,1.262
01/11/2015 18:00,8.88,16.8,1.231
01/11/2015 20:00,9.22,16.8,1.280
01/11/2015 22:00,8.48,16.8,1.299
02/11/2015 00:00,8.99,16.8,1.318
02/11/2015 02:00,9.34,16.8,1.595
02/11/2015 04:00,8.81,16.8,1.589
02/11/2015 06:00,9.39,16.8,1.797
02/11/2015 08:00,8.81,17.8,2.066
02/11/2015 10:00,8.65,20.5,2.543
02/11/2015 12:00,8.65,20.7,2.539
02/11/2015 14:00,9.08,20.5,2.248
02/11/2015 16:00,9.38,20.3,2.789
02/11/2015 18:00,9.73,20.2,2.399
02/11/2015 20:00,9.10,20.1,2.306
02/11/2015 22:00,9.32,20.0,2.463
03/11/2015 00:00,9.61,20.0,2.150
03/11/2015 02:00,9.78,19.9,2.032
03/11/2015 04:00,9.21,19.8,1.974
03/11/2015 06:00,9.39,19.8,1.752
03/11/2015 08:00,9.03,19.7,1.642
03/11/2015 10:00,9.06,19.7,1.730
03/11/2015 12:00,9.02,19.6,2.001
03/11/2015 14:00,9.79,19.6,1.867
03/11/2015 16:00,9.83,19.6,1.915
03/11/2015 18:00,9.60,19.5,1.795
03/11/2015 20:00,9.57,19.5,1.706
03/11/2015 22:00,9.54,19.5,1.555
04/11/2015 00:00,8.73,19.4,1.579
04/11/2015 02:00,9.61,19.4,1.443
04/11/2015 04:00,8.96,19.4,1.344
04/11/2015 06:00,8.41,19.3,1.228
04/11/2015 08:00,8.40,19.3,1.151
04/11/2015 10:00,8.72,19.3,1.393
04/11/2015 12:00,8.39,19.3,1.596
04/11/2015 14:00,8.92,19.2,1.710
04/11/2015 16:00,8.90,19.2,1.602
04/11/2015 18:00,9.32,19.2,1.533
04/11/2015 20:00,9.16,19.2,1.424
04/11/2015 22:00,8.65,19.2,1.376
05/11/2015 00:00,8.25,19.1,1.322
05/11/2015 02:00,8.39,19.1,1.213
05/11/2015 04:00,7.93,19.1,1.188
05/11/2015 06:00,7.44,19.1,1.162
05/11/2015 08:00,7.64,19.1,1.078
05/11/2015 10:00,7.98,19.0,1.484
05/11/2015 12:00,7.86,19.0,1.728
05/11/2015 14:00,8.67,19.0,1.685
05/11/2015 16:00,8.57,19.0,1.687
05/11/2015 18:00,8.60,19.0,1.614
05/11/2015 20:00,8.76,19.0,1.620
05/11/2015 22:00,8.95,19.0,1.637
06/11/2015 00:00,8.87,19.0,1.543
06/11/2015 02:00,8.68,18.9,1.481
06/11/2015 04:00,8.21,18.9,1.372
06/11/2015 06:00,7.95,18.9,1.293
