time,t_s,theta,Rs
05/06/2015 02:00,14.26,17.7,3.495
05/06/2015 04:00,13.54,17.7,3.475
05/06/2015 06:00,13.80,17.6,3.522
05/06/2015 08:00,13.43,17.6,3.573
05/06/2015 10:00,13.69,17.6,3.795
05/06/2015 12:00,13.91,17.5,3.609
05/06/2015 14:00,13.28,17.5,3.870
05/06/2015 16:00,13.09,17.4,4.387
05/06/2015 18:00,12.45,17.4,4.227
05/06/2015 20:00,10.40,19.9,3.981
05/06/2015 22:00,9.75,22.1,3.822
06/06/2015 00:00,8.69,22.9,3.773
06/06/2015 02:00,9.22,23.6,3.341
06/06/2015 04:00,9.85,23.2,3.515
06/06/2015 06:00,9.79,22.6,3.278
06/06/2015 08:00,10.37,22.2,3.492
06/06/2015 10:00,10.98,21.9,3.735
06/06/2015 12:00,10.92,21.6,3.675
06/06/2015 14:00,11.58,21.3,3.604
06/06/2015 16:00,12.64,21.1,3.553
06/06/2015 18:00,12.59,20.9,3.861
06/06/2015 20:00,12.10,20.8,3.771
06/06/2015 22:00,12.29,20.6,3.758
07/06/2015 00:00,12.14,20.5,3.669
07/06/2015 02:00,12.11,20.4,3.651
07/06/2015 04:00,12.04,20.3,3.714
07/06/2015 06:00,11.63,20.3,3.624
07/06/2015 08:00,12.06,20.2,3.593
07/06/2015 10:00,12.16,20.1,3.717
07/06/2015 12:00,12.36,20.0,3.871
07/06/2015 14:00,12.60,19.9,4.102
07/06/2015 16:00,13.04,19.8,4.076
07/06/2015 18:00,13.79,19.7,4.030
07/06/2015 20:00,13.14,19.6,3.829
07/06/2015 22:00,12.38,19.6,3.770
08/06/2015 00:00,12.29,19.5,3.634
08/06/2015 02:00,12.12,19.5,3.593
08/06/2015 04:00,12.14,19.4,3.355
08/06/2015 06:00,11.97,19.4,3.359
08/06/2015 08:00,11.47,19.4,3.512
08/06/2015 10:00,12.16,19.3,3.703
08/06/2015 12:00,12.21,19.2,3.970
08/06/2015 14:00,12.79,19.2,3.723
08/06/2015 16:00,12.72,19.1,3.885
08/06/2015 18:00,12.68,19.1,3.736
08/06/2015 20:00,12.81,19.0,3.958
08/06/2015 22:00,12.50,19.0,4.660
09/06/2015 00:00,12.15,19.0,4.802
09/06/2015 02:00,11.44,21.7,4.272
09/06/2015 04:00,11.65,25.6,4.368
09/06/2015 06:00,11.78,25.3,4.634
09/06/2015 08:00,12.33,24.0,4.524
09/06/2015 10:00,12.15,23.2,4.699
09/06/2015 12:00,12.88,22.6,5.177
09/06/2015 14:00,12.66,22.1,5.017
09/06/2015 16:00,13.05,21.8,5.208
09/06/2015 18:00,12.84,21.5,5.182
09/06/2015 20:00,13.16,21.3,4.877
09/06/2015 22:00,12.58,21.1,4.964
10/06/2015 00:00,12.54,21.0,4.502
10/06/2015 02:00,12.38,20.8,4.221
10/06/2015 04:00,13.20,20.7,4.062
10/06/2015 06:00,12.88,20.6,4.049
10/06/2015 08:00,12.33,20.5,4.152
10/06/2015 10:00,12.92,20.3,4.382
10/06/2015 12:00,13.32,20.2,4.725
10/06/2015 14:00,13.80,20.1,4.709
10/06/2015 16:00,14.77,20.0,4.613
10/06/2015 18:00,14.33,19.9,4.672
10/06/2015 20:00,13.45,19.8,4.786
10/06/2015 22:00,14.18,19.8,4.867
11/06/2015 00:00,13.79,19.7,4.643
11/06/2015 02:00,13.95,19.7,4.366
11/06/2015 04:00,13.67,19.6,4.460
11/06/2015 06:00,13.59,19.6,4.370
11/06/2015 08:00,13.00,19.5,4.427
11/06/2015 10:00,13.34,19.4,4.468
11/06/2015 12:00,13.98,19.4,4.617
11/06/2015 14:00,14.34,19.3,4.841
11/06/2015 16:00,14.58,19.2,5.259
11/06/2015 18:00,15.47,19.1,5.105
11/06/2015 20:00,14.61,19.1,4.979
11/06/2015 22:00,14.54,19.1,5.375
12/06/2015 00:00,14.95,19.0,5.668
12/06/2015 02:00,14.51,19.0,5.764
12/06/2015 04:00,14.50,19.0,5.710
12/06/2015 06:00,14.50,19.0,5.962
12/06/2015 08:00,14.31,19.0,5.723
12/06/2015 10:00,14.34,19.2,5.474
12/06/2015 12:00,15.05,19.5,5.893
12/06/2015 14:00,14.97,19.6,6.147
12/06/2015 16:00,15.01,19.6,6.183
12/06/2015 18:00,15.69,19.7,6.348
12/06/2015 20:00,15.33,19.7,5.842
12/06/2015 22:00,14.87,19.6,5.595
13/06/2015 00:00,15.42,19.6,5.321
13/06/2015 02:00,15.03,19.6,5.158
13/06/2015 04:00,14.04,19.5,5.088
13/06/2015 06:00,14.24,19.5,5.042
13/06/2015 08:00,14.25,19.5,5.315
13/06/2015 10:00,15.15,19.4,5.114
13/06/2015 12:00,14.77,19.3,5.453
13/06/2015 14:00,15.68,19.2,5.902
13/06/2015 16:00,15.94,19.1,5.585
13/06/2015 18:00,15.64,19.1,5.642
13/06/2015 20:00,15.70,19.0,5.601
13/06/2015 22:00,15.47,19.0,5.448
14/06/2015 00:00,15.51,19.0,5.207
14/06/2015 02:00,15.53,18.9,5.535
14/06/2015 04:00,15.25,18.9,5.239
14/06/2015 06:00,14.97,18.9,5.091
14/06/2015 08:00,15.05,18.8,4.815
14/06/2015 10:00,15.33,18.7,4.970
14/06/2015 12:00,14.94,18.7,5.241
14/06/2015 14:00,15.62,18.6,5.370
14/06/2015 16:00,16.01,18.5,5.270
14/06/2015 18:00,15.66,18.5,5.418
14/06/2015 20:00,15.34,18.4,5.401
14/06/2015 22:00,15.96,18.4,5.541
15/06/2015 00:00,15.28,18.4,5.067
15/06/2015 02:00,14.85,18.4,4.831
15/06/2015 04:00,14.77,18.3,4.454
15/06/2015 06:00,14.84,18.3,4.683
15/06/2015 08:00,14.81,18.3,4.570
15/06/2015 10:00,15.20,18.2,5.084
15/06/2015 12:00,15.05,18.1,4.991
15/06/2015 14:00,15.51,18.1,4.926
15/06/2015 16:00,15.93,18.0,5.471
15/06/2015 18:00,16.04,18.0,5.480
15/06/2015 20:00,15.95,17.9,4.980
15/06/2015 22:00,16.02,17.9,4.827
16/06/2015 00:00,15.42,17.9,4.988
16/06/2015 02:00,15.32,17.9,4.833
16/06/2015 04:00,15.31,17.8,4.914
16/06/2015 06:00,14.43,17.8,4.931
16/06/2015 08:00,15.10,17.8,4.710
16/06/2015 10:00,14.97,17.8,4.800
16/06/2015 12:00,15.15,17.7,5.111
16/06/2015 14:00,15.35,17.7,5.253
16/06/2015 16:00,15.45,17.6,5.133
16/06/2015 18:00,15.51,17.6,5.100
16/06/2015 20:00,15.59,17.6,4.858
16/06/2015 22:00,15.16,17.6,5.823
17/06/2015 00:00,15.04,17.6,5.704
17/06/2015 02:00,14.56,17.6,5.541
17/06/2015 04:00,14.28,17.6,5.139
17/06/2015 06:00,14.71,17.6,4.934
17/06/2015 08:00,15.13,17.6,4.697
17/06/2015 10:00,14.67,17.6,4.856
17/06/2015 12:00,14.52,17.6,4.823
17/06/2015 14:00,14.93,17.5,4.826
17/06/2015 16:00,15.37,17.5,5.138
17/06/2015 18:00,15.31,17.5,5.336
17/06/2015 20:00,15.34,17.5,5.237
17/06/2015 22:00,15.03,17.5,5.381
18/06/2015 00:00,15.05,17.6,5.119
18/06/2015 02:00,14.51,17.6,5.325
18/06/2015 04:00,14.42,17.6,4.941
18/06/2015 06:00,14.25,17.7,4.612
18/06/2015 08:00,14.68,17.7,4.716
18/06/2015 10:00,14.34,17.7,4.659
18/06/2015 12:00,14.89,17.7,5.103
18/06/2015 14:00,14.21,18.5,4.938
18/06/2015 16:00,15.08,18.8,5.247
18/06/2015 18:00,14.97,19.9,4.776
18/06/2015 20:00,14.92,20.5,4.415
18/06/2015 22:00,14.18,20.5,4.896
19/06/2015 00:00,14.60,20.6,4.519
19/06/2015 02:00,14.25,20.7,4.752
19/06/2015 04:00,14.32,20.7,4.748
19/06/2015 06:00,13.55,20.7,4.580
19/06/2015 08:00,13.57,21.1,4.747
19/06/2015 10:00,13.86,22.4,4.668
19/06/2015 12:00,13.98,23.1,4.799
19/06/2015 14:00,14.20,23.2,5.015
19/06/2015 16:00,14.04,23.5,5.317
19/06/2015 18:00,14.20,23.3,5.224
19/06/2015 20:00,14.27,23.0,5.325
19/06/2015 22:00,13.66,22.7,5.196
20/06/2015 00:00,13.47,22.3,5.153
20/06/2015 02:00,13.72,22.0,4.851
20/06/2015 04:00,13.63,21.8,4.896
20/06/2015 06:00,13.21,21.6,4.377
20/06/2015 08:00,13.37,21.4,4.920
20/06/2015 10:00,13.65,21.2,4.913
20/06/2015 12:00,14.34,21.0,5.035
20/06/2015 14:00,14.27,20.9,5.113
20/06/2015 16:00,14.91,20.7,5.477
20/06/2015 18:00,15.06,20.6,5.139
20/06/2015 20:00,14.82,20.5,5.202
20/06/2015 22:00,14.43,20.4,5.323
21/06/2015 00:00,14.42,20.3,5.460
21/06/2015 02:00,14.82,20.2,5.018
21/06/2015 04:00,14.25,20.2,5.264
21/06/2015 06:00,14.53,20.1,5.143
21/06/2015 08:00,14.24,20.1,5.052
21/06/2015 10:00,14.54,20.0,5.201
21/06/2015 12:00,14.72,20.0,5.300
21/06/2015 14:00,14.89,20.9,5.504
21/06/2015 16:00,14.96,21.6,5.565
21/06/2015 18:00,14.96,21.6,5.516
21/06/2015 20:00,14.58,21.5,5.444
21/06/2015 22:00,14.98,21.3,5.452
22/06/2015 00:00,14.53,21.1,5.231
22/06/2015 02:00,14.42,21.0,4.965
22/06/2015 04:00,14.44,20.9,4.738
22/06/2015 06:00,14.02,20.8,4.732
22/06/2015 08:00,13.98,20.7,4.676
22/06/2015 10:00,13.98,20.5,4.793
24/06/2015 18:00,16.65,20.7,5.740
24/06/2015 20:00,16.19,20.5,5.927
24/06/2015 22:00,16.59,20.4,5.309
25/06/2015 00:00,15.91,20.4,5.333
25/06/2015 02:00,14.81,20.3,5.467
25/06/2015 04:00,15.05,20.2,5.466
25/06/2015 06:00,15.61,20.1,5.049
25/06/2015 08:00,15.26,20.1,5.097
25/06/2015 10:00,15.33,19.9,5.002
25/06/2015 12:00,15.21,19.8,5.230
25/06/2015 14:00,15.32,19.7,5.164
25/06/2015 16:00,16.35,19.6,5.761
25/06/2015 18:00,16.71,19.5,5.901
25/06/2015 20:00,16.74,19.5,5.653
25/06/2015 22:00,15.84,19.4,5.545
26/06/2015 00:00,15.87,19.4,5.763
26/06/2015 02:00,15.89,19.3,5.762
26/06/2015 04:00,15.60,19.3,5.512
26/06/2015 06:00,15.34,19.3,5.289
26/06/2015 08:00,15.63,19.2,5.101
26/06/2015 10:00,15.64,19.2,5.023
26/06/2015 12:00,15.67,19.1,5.085
26/06/2015 14:00,15.78,19.1,5.934
26/06/2015 16:00,15.44,19.1,6.264
26/06/2015 18:00,15.71,20.3,5.876
26/06/2015 20:00,15.61,22.3,6.186
26/06/2015 22:00,15.41,22.6,6.194
27/06/2015 00:00,15.16,22.8,6.173
27/06/2015 02:00,15.68,22.6,6.276
27/06/2015 04:00,15.82,22.4,6.039
27/06/2015 06:00,15.37,22.1,5.814
27/06/2015 08:00,14.64,21.9,5.893
27/06/2015 10:00,15.64,21.7,6.124
27/06/2015 12:00,16.03,21.5,6.358
27/06/2015 14:00,16.39,21.3,6.741
27/06/2015 16:00,16.47,21.1,6.354
27/06/2015 18:00,16.79,20.9,6.901
27/06/2015 20:00,16.81,20.8,6.711
27/06/2015 22:00,16.30,20.7,6.300
28/06/2015 00:00,16.49,20.6,6.334
28/06/2015 02:00,16.19,20.5,6.150
28/06/2015 04:00,15.44,20.4,5.845
28/06/2015 06:00,15.63,20.3,5.620
28/06/2015 08:00,15.59,20.2,5.279
28/06/2015 10:00,16.31,20.1,5.566
28/06/2015 12:00,16.26,19.9,5.440
28/06/2015 14:00,16.27,19.8,5.652
28/06/2015 16:00,17.38,19.7,6.016
28/06/2015 18:00,17.40,19.6,5.555
28/06/2015 20:00,17.49,19.6,5.255
28/06/2015 22:00,16.73,19.5,5.656
29/06/2015 00:00,17.14,19.7,5.597
29/06/2015 02:00,16.95,19.9,5.557
29/06/2015 04:00,16.06,19.9,5.230
29/06/2015 06:00,15.96,19.9,4.910
29/06/2015 08:00,16.44,19.9,4.742
29/06/2015 10:00,15.67,19.8,5.066
29/06/2015 12:00,16.38,19.8,4.925
29/06/2015 14:00,16.36,19.7,4.649
29/06/2015 16:00,17.13,19.6,5.398
29/06/2015 18:00,17.59,19.5,5.336
29/06/2015 20:00,17.50,19.5,5.214
29/06/2015 22:00,17.06,19.5,4.979
30/06/2015 00:00,16.56,19.4,5.036
30/06/2015 02:00,16.90,19.4,5.239
30/06/2015 04:00,16.74,19.4,5.167
30/06/2015 06:00,15.42,19.3,4.898
30/06/2015 08:00,15.40,19.3,4.783
30/06/2015 10:00,16.03,19.2,4.814
30/06/2015 12:00,14.95,19.2,5.070
30/06/2015 14:00,15.97,19.1,5.390
30/06/2015 16:00,16.63,19.0,5.421
30/06/2015 18:00,15.68,19.0,5.404
30/06/2015 20:00,15.48,18.9,5.466
30/06/2015 22:00,15.09,18.9,5.433
01/07/2015 00:00,15.19,18.9,5.825
01/07/2015 02:00,15.44,18.9,6.085
01/07/2015 04:00,15.96,19.2,6.011
01/07/2015 06:00,15.58,19.6,5.776
01/07/2015 08:00,15.28,20.0,5.571
01/07/2015 10:00,15.30,20.5,5.704
01/07/2015 12:00,16.04,21.8,6.859
01/07/2015 14:00,15.96,22.5,7.784
01/07/2015 16:00,17.24,22.6,6.451
01/07/2015 18:00,17.86,22.3,6.575
01/07/2015 20:00,17.22,22.0,6.382
01/07/2015 22:00,17.14,21.7,6.125
02/07/2015 00:00,17.28,21.5,6.458
02/07/2015 02:00,16.93,21.3,6.088
02/07/2015 04:00,16.41,21.2,5.817
02/07/2015 06:00,16.85,21.1,5.606
02/07/2015 08:00,17.31,20.9,5.487
02/07/2015 10:00,16.88,20.9,5.596
02/07/2015 12:00,16.62,21.4,5.456
02/07/2015 14:00,17.53,21.6,5.989
02/07/2015 16:00,17.33,21.5,5.893
02/07/2015 18:00,17.43,21.3,6.077
02/07/2015 20:00,17.38,21.2,6.200
02/07/2015 22:00,17.16,21.0,5.817
03/07/2015 00:00,17.09,20.9,5.985
03/07/2015 02:00,16.88,20.8,5.833
03/07/2015 04:00,17.08,20.8,5.931
03/07/2015 06:00,15.82,26.0,5.257
03/07/2015 08:00,16.17,26.9,5.616
03/07/2015 10:00,15.89,26.7,5.898
03/07/2015 12:00,15.97,25.2,5.600
03/07/2015 14:00,16.68,25.1,5.892
03/07/2015 16:00,16.63,24.1,5.516
03/07/2015 18:00,17.26,24.0,6.572
03/07/2015 20:00,17.60,23.8,6.241
03/07/2015 22:00,17.17,23.6,5.924
04/07/2015 00:00,17.39,23.2,6.100
04/07/2015 02:00,16.83,22.7,6.044
04/07/2015 04:00,16.81,22.4,6.323
04/07/2015 06:00,16.49,22.1,6.084
04/07/2015 08:00,17.26,21.8,5.792
04/07/2015 10:00,16.97,21.6,5.852
04/07/2015 12:00,17.08,21.4,5.622
04/07/2015 14:00,17.16,21.2,6.385
04/07/2015 16:00,17.59,21.1,5.931
04/07/2015 18:00,17.40,21.2,6.148
04/07/2015 20:00,17.17,21.7,5.973
04/07/2015 22:00,17.01,22.1,5.703
05/07/2015 00:00,16.73,22.3,5.900
05/07/2015 02:00,16.77,22.6,5.621
05/07/2015 04:00,16.54,23.3,5.864
05/07/2015 06:00,15.27,23.5,5.628
05/07/2015 08:00,16.44,23.6,5.468
05/07/2015 10:00,15.82,23.5,5.596
05/07/2015 12:00,15.29,23.1,5.238
05/07/2015 14:00,16.10,22.7,5.583
05/07/2015 16:00,15.61,22.3,5.631
05/07/2015 18:00,16.47,22.1,5.933
05/07/2015 20:00,15.83,21.8,5.727
05/07/2015 22:00,15.83,21.6,5.649
06/07/2015 00:00,16.11,21.5,5.723
06/07/2015 02:00,16.20,21.3,5.751
06/07/2015 04:00,15.83,22.0,5.191
06/07/2015 06:00,16.04,22.6,5.528
06/07/2015 08:00,15.78,23.0,5.176
06/07/2015 10:00,15.67,23.6,5.299
06/07/2015 12:00,16.46,23.8,5.253
06/07/2015 14:00,15.83,24.0,5.479
06/07/2015 16:00,16.05,24.0,5.396
06/07/2015 18:00,16.20,23.8,5.757
06/07/2015 20:00,15.92,23.4,5.634
06/07/2015 22:00,15.53,23.0,5.946
07/07/2015 00:00,16.11,22.6,6.057
07/07/2015 02:00,15.73,22.3,6.042
07/07/2015 04:00,15.57,22.1,6.042
07/07/2015 06:00,15.44,21.9,5.931
07/07/2015 08:00,16.11,21.7,5.616
07/07/2015 10:00,16.14,21.5,5.416
07/07/2015 12:00,16.70,21.4,5.596
07/07/2015 14:00,16.26,21.3,5.915
07/07/2015 16:00,16.45,21.7,5.743
07/07/2015 18:00,16.96,22.3,6.278
07/07/2015 20:00,16.75,22.2,6.778
07/07/2015 22:00,16.94,22.0,6.127
08/07/2015 00:00,16.93,21.8,6.096
08/07/2015 02:00,16.58,21.6,6.022
08/07/2015 04:00,16.24,21.5,6.106
08/07/2015 06:00,16.48,21.3,5.820
08/07/2015 08:00,16.49,21.2,5.768
08/07/2015 10:00,16.25,21.1,5.921
08/07/2015 12:00,16.70,21.0,5.750
08/07/2015 14:00,16.96,20.8,6.509
08/07/2015 16:00,17.26,20.8,6.823
08/07/2015 18:00,17.28,20.9,6.696
08/07/2015 20:00,17.39,22.8,6.677
08/07/2015 22:00,17.38,23.9,7.075
09/07/2015 00:00,17.52,23.6,6.937
09/07/2015 02:00,17.69,23.6,6.838
09/07/2015 04:00,16.89,23.2,6.872
09/07/2015 06:00,16.93,23.0,6.596
09/07/2015 08:00,16.57,22.7,6.116
09/07/2015 10:00,17.16,22.9,6.081
09/07/2015 12:00,17.23,23.2,6.030
09/07/2015 14:00,16.89,23.0,6.123
09/07/2015 16:00,17.60,22.7,6.360
09/07/2015 18:00,17.53,23.6,6.565
09/07/2015 20:00,17.33,23.4,6.107
09/07/2015 22:00,17.29,23.0,6.229
10/07/2015 00:00,16.98,22.6,6.542
10/07/2015 02:00,16.88,22.4,6.587
10/07/2015 04:00,17.07,22.3,6.786
10/07/2015 06:00,16.96,22.3,6.404
10/07/2015 08:00,17.25,22.1,6.168
10/07/2015 10:00,17.25,21.9,6.245
10/07/2015 12:00,16.90,21.7,6.233
10/07/2015 14:00,17.33,21.5,6.764
10/07/2015 16:00,18.33,21.3,7.729
10/07/2015 18:00,19.19,21.1,7.088
10/07/2015 20:00,18.70,21.0,7.091
10/07/2015 22:00,18.69,20.9,6.552
11/07/2015 00:00,18.31,20.8,6.448
11/07/2015 02:00,17.63,20.7,6.222
11/07/2015 04:00,18.37,20.6,5.961
11/07/2015 06:00,17.47,20.5,5.577
11/07/2015 08:00,17.38,20.4,5.639
11/07/2015 10:00,17.69,20.3,5.940
11/07/2015 12:00,17.50,20.2,6.548
11/07/2015 14:00,17.30,20.1,6.293
11/07/2015 16:00,18.47,20.0,7.007
11/07/2015 18:00,18.97,19.9,6.983
11/07/2015 20:00,18.66,19.8,6.640
11/07/2015 22:00,19.13,19.8,6.307
12/07/2015 00:00,18.56,19.7,6.405
12/07/2015 02:00,18.41,19.7,6.145
12/07/2015 04:00,18.22,19.6,5.942
12/07/2015 06:00,17.65,19.6,5.506
12/07/2015 08:00,17.23,19.5,5.714
12/07/2015 10:00,18.01,19.5,5.833
12/07/2015 12:00,17.87,19.4,6.333
12/07/2015 14:00,18.59,19.3,6.395
12/07/2015 16:00,19.13,19.2,7.442
12/07/2015 18:00,19.77,19.1,6.833
12/07/2015 20:00,18.82,19.1,6.704
12/07/2015 22:00,19.44,19.1,6.273
13/07/2015 00:00,19.05,19.0,6.417
13/07/2015 02:00,18.76,19.0,6.400
13/07/2015 04:00,19.41,19.0,6.126
13/07/2015 06:00,18.66,18.9,6.205
13/07/2015 08:00,18.82,18.9,5.929
13/07/2015 10:00,18.33,18.9,6.158
13/07/2015 12:00,19.11,18.8,6.509
13/07/2015 14:00,18.79,18.7,6.084
13/07/2015 16:00,19.55,18.6,6.685
13/07/2015 18:00,20.04,18.5,6.327
13/07/2015 20:00,20.38,18.5,6.296
13/07/2015 22:00,19.66,18.5,6.030
14/07/2015 00:00,19.12,18.4,6.137
14/07/2015 02:00,19.03,18.4,5.908
14/07/2015 04:00,19.68,18.4,6.205
14/07/2015 06:00,18.57,18.4,5.520
14/07/2015 08:00,19.37,18.3,5.293
14/07/2015 10:00,18.83,18.3,5.449
14/07/2015 12:00,19.15,18.2,5.629
14/07/2015 14:00,19.31,18.1,5.935
14/07/2015 16:00,20.51,18.1,6.569
14/07/2015 18:00,20.31,18.0,6.423
14/07/2015 20:00,20.12,18.0,6.032
14/07/2015 22:00,20.67,18.0,5.584
15/07/2015 00:00,19.76,17.9,5.495
15/07/2015 02:00,19.22,17.9,5.325
15/07/2015 04:00,19.03,17.9,5.185
15/07/2015 06:00,18.80,17.9,4.717
15/07/2015 08:00,18.73,17.9,4.754
15/07/2015 10:00,18.54,17.8,5.075
15/07/2015 12:00,19.16,17.7,5.316
15/07/2015 14:00,19.49,17.7,5.439
15/07/2015 16:00,19.99,17.6,5.592
15/07/2015 18:00,19.96,17.6,5.349
15/07/2015 20:00,19.84,17.5,5.305
15/07/2015 22:00,19.66,17.5,5.104
16/07/2015 00:00,19.29,17.6,5.335
16/07/2015 02:00,18.80,18.6,6.385
16/07/2015 04:00,18.92,25.8,6.544
16/07/2015 06:00,18.76,26.6,6.657
16/07/2015 08:00,18.50,26.8,6.072
16/07/2015 10:00,18.67,26.2,5.726
16/07/2015 12:00,19.54,24.6,6.608
16/07/2015 14:00,20.18,26.1,6.694
16/07/2015 16:00,21.01,25.5,7.340
16/07/2015 18:00,21.08,23.8,6.981
16/07/2015 20:00,21.10,23.6,7.367
16/07/2015 22:00,20.61,25.0,6.256
17/07/2015 00:00,20.53,25.7,6.656
17/07/2015 02:00,20.04,25.2,6.568
17/07/2015 04:00,19.84,25.1,6.539
17/07/2015 06:00,19.17,25.5,6.378
17/07/2015 08:00,19.49,26.3,6.222
17/07/2015 10:00,19.69,26.5,6.342
17/07/2015 12:00,20.32,24.5,6.382
17/07/2015 14:00,19.97,23.4,6.741
17/07/2015 16:00,20.60,22.7,6.541
17/07/2015 18:00,20.28,22.3,6.103
17/07/2015 20:00,20.01,22.0,5.751
17/07/2015 22:00,19.91,21.8,5.743
18/07/2015 00:00,20.00,21.6,5.928
18/07/2015 02:00,19.55,21.4,5.953
18/07/2015 04:00,19.56,21.2,6.010
18/07/2015 06:00,19.18,21.1,5.893
18/07/2015 08:00,19.26,21.0,5.889
18/07/2015 10:00,19.69,20.8,5.731
18/07/2015 12:00,19.19,20.7,5.395
18/07/2015 14:00,19.45,20.6,5.756
18/07/2015 16:00,19.98,20.4,5.341
18/07/2015 18:00,19.44,20.3,5.586
18/07/2015 20:00,19.07,20.3,5.624
18/07/2015 22:00,19.39,20.2,5.216
19/07/2015 00:00,19.39,20.1,5.379
19/07/2015 02:00,19.58,20.1,5.119
19/07/2015 04:00,19.35,20.0,5.167
19/07/2015 06:00,18.93,20.0,5.053
19/07/2015 08:00,19.18,19.9,4.577
19/07/2015 10:00,18.88,19.8,5.468
19/07/2015 12:00,19.61,19.7,5.729
19/07/2015 14:00,19.81,19.6,5.658
19/07/2015 16:00,20.80,19.5,5.746
19/07/2015 18:00,21.24,19.4,6.235
19/07/2015 20:00,21.37,19.4,5.634
19/07/2015 22:00,21.43,19.3,5.357
20/07/2015 00:00,20.98,19.3,5.547
20/07/2015 02:00,20.72,19.2,5.536
20/07/2015 04:00,20.43,19.2,5.288
20/07/2015 06:00,20.34,19.2,5.020
20/07/2015 08:00,20.32,19.1,4.872
20/07/2015 10:00,19.83,19.0,5.066
20/07/2015 12:00,20.58,18.9,5.338
20/07/2015 14:00,20.68,18.9,5.238
20/07/2015 16:00,21.01,18.8,5.463
20/07/2015 18:00,21.53,18.7,5.497
20/07/2015 20:00,21.79,18.7,5.525
20/07/2015 22:00,21.53,18.7,5.266
21/07/2015 00:00,21.35,18.6,5.146
21/07/2015 02:00,20.25,18.6,5.082
21/07/2015 04:00,20.47,18.6,5.034
21/07/2015 06:00,20.45,18.5,4.565
21/07/2015 08:00,20.55,18.5,4.418
21/07/2015 10:00,20.05,18.4,4.641
21/07/2015 12:00,19.99,18.3,4.932
21/07/2015 14:00,20.65,18.3,5.046
21/07/2015 16:00,21.40,18.2,5.440
21/07/2015 18:00,21.90,18.1,5.400
21/07/2015 20:00,21.66,18.1,5.032
21/07/2015 22:00,22.02,18.1,4.834
22/07/2015 00:00,20.92,18.1,4.809
22/07/2015 02:00,21.06,18.0,4.676
22/07/2015 04:00,20.50,18.0,4.511
22/07/2015 06:00,20.02,18.0,4.416
22/07/2015 08:00,19.75,18.0,4.200
22/07/2015 10:00,19.21,17.9,4.413
22/07/2015 12:00,19.77,17.8,4.533
22/07/2015 14:00,19.95,18.3,4.612
22/07/2015 16:00,20.11,18.0,4.700
22/07/2015 18:00,20.22,17.6,4.788
22/07/2015 20:00,20.46,17.6,4.876
22/07/2015 22:00,19.98,17.6,4.744
23/07/2015 00:00,20.90,17.6,4.951
23/07/2015 02:00,20.55,17.6,4.861
23/07/2015 04:00,20.10,17.6,4.904
23/07/2015 06:00,20.43,17.5,5.202
23/07/2015 08:00,20.24,17.5,4.972
23/07/2015 10:00,19.94,17.5,5.410
23/07/2015 12:00,19.89,17.5,5.475
23/07/2015 14:00,20.17,17.5,5.556
23/07/2015 16:00,20.40,17.5,5.514
23/07/2015 18:00,20.41,17.5,5.764
23/07/2015 20:00,20.56,17.6,5.726
23/07/2015 22:00,20.80,17.6,5.358
24/07/2015 00:00,20.41,17.6,5.406
24/07/2015 02:00,20.16,17.6,5.587
24/07/2015 04:00,20.37,17.6,5.282
24/07/2015 06:00,20.16,17.7,5.112
24/07/2015 08:00,20.16,17.7,5.218
24/07/2015 10:00,20.12,17.6,5.300
24/07/2015 12:00,20.48,17.6,5.182
24/07/2015 14:00,20.64,17.5,5.826
24/07/2015 16:00,21.23,17.5,5.590
24/07/2015 18:00,21.83,17.5,5.652
24/07/2015 20:00,21.61,17.4,5.590
24/07/2015 22:00,21.04,17.4,5.499
25/07/2015 00:00,21.10,17.4,5.226
25/07/2015 02:00,21.03,17.4,5.209
25/07/2015 04:00,20.87,17.4,5.109
25/07/2015 06:00,20.00,17.4,4.851
25/07/2015 08:00,20.04,17.4,4.979
25/07/2015 10:00,20.17,17.3,4.985
25/07/2015 12:00,20.66,17.2,5.154
25/07/2015 14:00,20.81,17.2,5.385
25/07/2015 16:00,21.61,17.1,5.499
25/07/2015 18:00,21.91,17.1,5.582
25/07/2015 20:00,22.22,17.0,5.513
25/07/2015 22:00,22.12,17.0,4.959
26/07/2015 00:00,21.21,17.0,4.962
26/07/2015 02:00,21.51,17.0,4.844
26/07/2015 04:00,20.96,17.0,4.685
26/07/2015 06:00,20.03,17.0,4.529
26/07/2015 08:00,20.09,16.9,4.445
26/07/2015 10:00,20.61,16.9,4.576
26/07/2015 12:00,20.63,16.8,4.926
26/07/2015 14:00,21.30,16.7,5.182
26/07/2015 16:00,21.57,16.7,5.408
26/07/2015 18:00,21.94,16.6,5.568
26/07/2015 20:00,22.31,16.6,5.761
26/07/2015 22:00,22.38,16.6,5.142
27/07/2015 00:00,22.05,16.6,5.111
27/07/2015 02:00,20.54,16.6,4.982
27/07/2015 04:00,21.03,16.6,4.922
27/07/2015 06:00,20.96,16.5,4.887
27/07/2015 08:00,20.47,16.5,4.608
27/07/2015 10:00,20.55,16.4,4.669
27/07/2015 12:00,20.87,16.4,5.120
27/07/2015 14:00,20.79,16.3,5.372
27/07/2015 16:00,21.98,16.2,5.460
27/07/2015 18:00,21.78,16.2,5.400
27/07/2015 20:00,22.25,16.2,5.142
27/07/2015 22:00,21.95,16.2,5.182
